num_artists,num_playlists,streams,bpm,bpm_category,scale,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,is_hyper_popular
3,1320,133895612,97,Low,Major,82,67,77,8,0,12,5,False
5,577,133753727,74,Low,Minor,53,24,67,11,0,10,28,False
1,1474,133716286,92,Low,Major,71,61,74,7,0,10,4,False
1,9424,1329090101,108,Low,Minor,82,88,76,9,0,12,9,False
1,1492,132171975,144,Medium,Major,47,7,50,32,0,7,4,False
1,767,131746175,183,High,Minor,44,44,67,7,0,12,13,False
1,12211,1316855716,118,Medium,Major,71,65,68,6,0,3,7,False
1,14114,1309887447,130,Medium,Major,76,44,77,1,0,13,3,False
2,9539,1304313953,176,High,Major,61,24,62,60,0,24,31,False
2,832,130419412,140,Medium,Minor,44,41,92,0,0,44,7,False
1,10147,1302184087,141,Medium,Major,79,82,86,28,0,4,9,False
1,6170,1301799902,92,Low,Major,47,25,43,62,0,32,3,False
1,12859,1297026226,135,Medium,Minor,48,44,42,12,2,11,3,False
3,685,129314708,130,Medium,Minor,71,78,40,46,0,7,45,False
1,13101,1284942608,156,Medium,Minor,32,49,72,0,0,9,4,False
2,17138,1279434863,130,Medium,Major,47,86,92,8,0,5,24,False
1,2000,127567540,100,Low,Minor,49,17,35,71,9,11,3,False
1,2988,127408954,110,Low,Minor,67,78,85,2,0,33,5,False
2,3107,127309180,153,Medium,Minor,55,50,78,19,0,11,35,False
1,36724,1271293243,92,Low,Major,53,12,34,1,0,12,4,False
1,3299,127027715,107,Low,Minor,69,96,36,81,0,8,4,False
2,291,127026613,133,Medium,Minor,78,90,84,31,0,7,4,False
1,23389,1267333350,92,Low,Major,70,81,63,4,0,8,4,False
1,226,126443991,84,Low,Minor,71,63,45,45,0,11,3,False
1,9037,1264310836,107,Low,Minor,65,19,72,10,0,13,25,False
1,2729,126191104,134,Medium,Major,78,51,43,69,0,14,9,False
1,9644,1260594497,180,High,Major,64,44,65,28,0,14,12,False
1,604,125917280,140,Medium,Minor,66,43,76,49,0,12,3,False
1,7545,1256880657,181,High,Major,44,22,60,61,0,42,9,False
1,8207,1252563873,144,Medium,Major,73,66,80,44,0,9,12,False
1,1838,124988687,170,High,Minor,56,56,63,13,0,19,27,False
1,788,124407432,110,Low,Major,63,31,35,93,0,29,3,False
1,12985,1241559043,84,Low,Minor,62,24,67,21,0,13,28,False
2,36843,1235005533,128,Medium,Major,73,60,77,3,0,11,4,False
4,3113,123473120,126,Medium,Major,81,90,73,28,0,29,4,False
2,3028,123216717,140,Medium,Minor,92,78,57,46,0,14,9,False
1,366,123132751,122,Medium,Minor,68,38,88,1,0,8,5,False
1,955,123124076,144,Medium,Major,75,35,48,84,0,10,12,False
8,1150,123122413,120,Medium,Major,81,63,68,11,0,11,4,False
2,5257,1230855859,176,High,Major,29,12,33,68,0,12,5,False
2,8576,1230675890,131,Medium,Major,71,24,47,1,0,27,9,False
1,482,122763672,135,Medium,Major,92,73,51,55,0,15,6,False
4,6180,1223481149,77,Low,Minor,72,59,76,24,0,42,28,False
3,824,1223481149,77,Low,Major,73,54,74,23,0,41,23,False
2,9161,1221813483,118,Medium,Major,65,63,79,3,0,10,3,False
1,1888,121913181,71,Low,Minor,28,26,20,19,0,30,3,False
1,1180,121871870,166,High,Major,42,7,24,83,1,12,6,False
1,13985,1217120710,140,Medium,Major,52,20,85,0,0,7,5,False
1,6804,1214083358,125,Medium,Minor,84,85,68,58,0,22,4,False
3,945,121189256,90,Low,Major,85,80,83,10,0,8,11,False
2,1657,121077868,96,Low,Major,71,37,52,62,0,11,36,False
2,33966,1210599487,93,Low,Major,81,53,78,18,0,6,24,False
3,658,120972253,90,Low,Minor,68,83,71,3,0,31,8,False
6,918,120847157,105,Low,Minor,91,73,72,13,0,9,15,False
1,41751,1205951614,112,Medium,Major,64,54,81,36,0,11,6,False
1,30427,1202722675,90,Low,Minor,90,79,71,26,0,7,37,False
1,3659,1200808494,146,Medium,Minor,59,23,46,66,0,15,6,False
2,293,11956641,133,Medium,Minor,93,68,65,42,0,12,25,False
1,1915,119238316,121,Medium,Minor,80,62,51,2,0,9,8,False
1,244,118810253,85,Low,Major,70,83,84,31,0,47,30,False
1,674,118482347,93,Low,Major,62,57,59,3,0,38,3,False
3,273,118381354,92,Low,Major,86,91,79,29,0,60,16,False
2,6955,1180896317,166,High,Minor,81,83,75,14,0,29,34,False
1,6638,1180094974,124,Medium,Major,64,8,37,79,0,9,5,False
1,1730,117747907,98,Low,Major,44,36,41,50,0,38,5,False
1,1235,117206995,87,Low,Minor,65,71,56,4,0,15,20,False
1,2297,116903579,123,Medium,Minor,74,35,73,0,0,21,5,False
1,11975,1168642797,128,Medium,Minor,81,57,63,40,1,10,4,False
1,5866,1167330737,154,Medium,Major,61,41,74,21,0,40,6,False
2,615,116599790,94,Low,Minor,68,81,82,53,0,9,13,False
1,14739,1163620694,108,Low,Minor,61,47,68,0,0,13,3,False
2,320,116334601,142,Medium,Minor,70,76,79,26,0,11,7,False
1,8109,1163093654,89,Low,Major,64,43,73,5,17,16,4,False
4,1003,116144341,130,Medium,Minor,89,48,74,30,0,7,36,False
3,437,11599388,97,Low,Major,79,92,89,5,0,6,5,False
1,22153,1159176109,107,Low,Minor,74,88,65,28,0,46,3,False
3,1945,115364561,99,Low,Major,85,83,68,7,0,36,20,False
1,1584,115331792,150,Medium,Minor,70,26,56,14,83,11,5,False
2,1305,115010040,91,Low,Major,82,47,62,10,0,10,15,False
1,15890,1145727611,116,Medium,Major,74,76,70,7,0,13,3,False
1,327,114546317,117,Medium,Major,63,29,51,43,0,25,4,False
1,4779,1143647827,110,Low,Major,79,70,36,0,0,6,11,False
1,7191,1138474110,150,Medium,Minor,78,47,70,18,0,15,9,False
2,1197,113509496,155,Medium,Major,82,51,39,2,0,9,49,False
2,6135,1133865788,80,Low,Minor,65,27,69,8,0,53,4,False
1,7124,1131090940,120,Medium,Major,67,40,52,86,0,12,4,False
1,9771,1127468248,85,Low,Major,59,33,52,7,15,12,3,False
2,1007,112436403,144,Medium,Major,93,62,61,0,0,12,20,False
1,10211,1122364376,89,Low,Major,52,28,48,54,1,19,3,False
2,731,111947664,130,Medium,Major,86,59,96,50,1,9,5,False
1,3423,1116995633,117,Medium,Major,61,45,69,2,0,9,3,False
3,14417,1115880852,148,Medium,Major,59,72,62,18,0,9,3,False
1,21335,1113838873,160,Medium,Major,65,95,80,5,0,41,16,False
2,12482,1109433169,128,Medium,Minor,56,38,97,4,0,35,4,False
1,1127,110849052,65,Low,Minor,71,55,26,85,0,13,8,False
2,880,110649992,112,Medium,Major,80,15,54,9,0,38,5,False
2,1634,110073250,125,Medium,Major,62,59,43,84,3,11,5,False
2,26792,1093605526,144,Medium,Minor,74,37,53,7,0,21,10,False
4,1051,109276132,140,Medium,Major,63,22,54,46,0,12,8,False
2,1550,109091573,81,Low,Major,77,68,70,6,0,17,20,False
1,20015,1089402494,172,High,Major,45,33,59,6,0,8,3,False
1,2035,108809090,88,Low,Minor,56,58,55,35,0,23,11,False
1,8431,1085685420,140,Medium,Major,71,82,81,11,0,6,5,False
3,1298,107753850,106,Low,Minor,72,17,64,7,0,10,5,False
1,359,107642809,125,Medium,Minor,71,83,89,1,0,17,9,False
3,2096,107255472,147,Medium,Minor,47,50,80,10,0,32,38,False
2,1370,106933107,88,Low,Major,89,59,64,5,0,19,7,False
2,1351,106919680,150,Medium,Minor,82,82,66,13,0,11,6,False
2,4260,1065580332,120,Medium,Minor,65,80,86,9,0,19,10,False
1,7109,1062956628,146,Medium,Minor,52,7,61,51,0,11,3,False
2,1060,106249219,120,Medium,Major,64,11,53,1,0,25,27,False
1,14311,1062345656,120,Medium,Minor,80,24,62,41,2,11,23,False
2,6127,1061966512,105,Low,Major,58,42,68,1,0,14,4,False
1,8476,1056760045,65,Low,Major,31,31,24,76,0,14,4,False
3,1190,105062254,137,Medium,Minor,84,44,67,8,0,11,6,False
2,1444,104992946,148,Medium,Major,90,74,68,14,0,10,19,False
1,4004,1047480053,98,Low,Minor,80,23,48,14,0,6,5,False
3,13387,1047101291,79,Low,Major,56,58,56,37,0,11,10,False
1,6672,1042568408,130,Medium,Major,66,19,61,30,0,9,7,False
3,1890,103787664,115,Medium,Major,70,84,90,17,0,41,6,False
1,472,103762518,144,Medium,Major,74,75,73,42,0,9,4,False
1,21811,1024858327,108,Low,Minor,63,20,55,72,0,6,6,False
1,7556,1023187129,110,Low,Major,57,6,27,84,0,9,3,False
1,3600,1022258230,140,Medium,Minor,75,18,25,78,0,11,26,False
1,1116,101780047,166,High,Major,70,22,61,2,0,10,34,False
1,1292,101114984,87,Low,Minor,49,49,59,44,0,35,21,False
1,7215,1007612429,122,Medium,Major,70,42,54,30,0,37,5,False
2,654,100409613,124,Medium,Minor,72,79,78,55,0,15,30,False
